PhotoURL,PhotoCaption,PhotoDescription,ShortDescription,BlogURL,PhotoCredit,BlogTitle,PublishDate,Keywords
https://teacheratsea.files.wordpress.com/2014/10/teacheratsea-059.jpg,"High School students get creative with marine debris. Exhibit at the Alaska SeaLife Center, Seward Alaska","""On Tuesday, I had a little extra time in the afternoon, so I decided to ride my bike down to the Alaska SeaLife Center which is a must-see if you ever find yourself in Seward. There were Harbor Seals (Phoca vitulina), Stellar Sea Lions (Eumetopias jubatus), Puffins (Genus Fratercula), Pacific Salmon (Genus Oncorhynchus) and much more. I really appreciated that the SeaLife Center focused on both conservation and on organisms that live in this area. A local high school even had their art students make an exhibit out of trash found on the beach to highlight the major environmental issue of trash that finds its way to the ocean."" - Lauren Wilmoth","High School students get creative with marine debris. Exhibit at the Alaska SeaLife Center, Seward Alaska",https://teacheratsea.wordpress.com/2014/10/09/lauren-wilmoth-safety-first-october-8-2014/,Lauren Wilmoth,"Lauren Wilmoth: Safety First, October 8, 2014",10/27/2014,"Wilmoth, Lauren, Marine Debris, artwork, Alaska, SeaLife, Center"
https://teacheratsea.files.wordpress.com/2014/06/124_2189.jpg,Lead fisherman Joe Flora is maintaining the weather deck by power washing surfaces. An advanced ship like the Pisces is a major investment in science and must be carefully maintained.,"""Do you have an interest in doing the hands-on operational work required to carry out fisheries science? If so, NOAA needs you! Meet Joe Flora; Joe is the lead fisherman onboard the Pisces. He helps implement all of the operational aspects of science missions by launching and retrieving science equipment, operating bandit reels, and cleaning and maintaining the ship in general."" - Spencer Cody",An advanced ship like the Pisces is a major investment in science and must be carefully maintained for future use.,http://teacheratsea.wordpress.com/2014/06/11/spencer-cody-noaa-careers-june-10-2014/,Spencer Cody,"Spencer Cody: NOAA Careers, June 10, 2014",10/20/2014,"Spencer, Cody, Pisces, career, fisherman, maintenance, ship"
http://teacheratsea.files.wordpress.com/2014/09/img_7149.jpg,"Ouch! This is a close-up view of a lionfish spine, which releases venom when compressed. No wonder our reef fish don't like to eat them!","""One does need to be extremely careful as [lionfish] have venomous spines – 13 along the top (dorsal spines) and 3 along the bottom (anal spines) The pain they inflict & the reaction people can have when stung sounds very similar to the bark scorpion. Once the spine enters, the loose skin covering the spine is pushed down, causing a compression of the venom glands which releases the venom via the grove in the spine. Here the loose skin has been pushed down to reveal the spine."" - TAS Amy Orchard","""Here the loose skin has been pushed down to reveal the spine.",http://teacheratsea.wordpress.com/2014/09/23/amy-orchard-day-4-5-6-tagging-gumby-suit-lion-fish-dish-and-fort-jefferson-september-19-2014/,Amy Orchard,"Amy Orchard: Day 4, 5 & 6: Tagging, Gumby suit, Lion Fish Dish and Fort Jefferson, September 19, 2014",10/13/2014,"Amy, Orchard, Nancy, Foster, lionfish, fish, mouth, teeth"
https://teacheratsea.files.wordpress.com/2014/09/spottingrock.jpg,"This survey tech isn't bird watching! He's using a spotting scope to measure the distance and height of the rock, important information for ship navigation.","""On the first day, with two survey technicians, the coxswain, and myself, our goal was to obtain as much data about specific navigation hazards, as well as collect water depth data in shallower water than where the Thomas Jefferson can navigate. Our ship and Launch are required to survey to the 12-foot contour line, but we certainly had to be careful in this rocky area, as our multibeam echo sounder was sitting in the water approximately one foot lower than the hull of the Launch! On both days, we were slowed down a bit by a variety of “things in the way.” Here, a survey technician uses a spotting scope to get distance and height of obstructions."" - Laura Guertin","""A survey technician uses a spotting scope to get distance and height of obstructions.""",https://teacheratsea.wordpress.com/2014/09/18/laura-guertin-days-on-the-tj-launch-september-18-2014/,Laura Guertin,"Laura Guertin: Days on the TJ Launch, September 18, 2014",10/6/2014,"Laura, Guertin, Thomas, Jefferson, hydro, launch, spotting, binoculars"
http://teacheratsea.files.wordpress.com/2014/09/northern-puffer-sphoeroides-maculatus.jpg,"Puffer fish, like these northern puffers, can swell to several times their body size when threatened. Did you know that in the Chesapeake Bay region, northern pufffers are sometimes called ""sugar toads""?","""One of [Chief Scientist] John [Galbraith]’s favorite words: Congeners–These are things which appear incredibly similar; in fish it means the same genus, but different species. The Pigfish, Butterfish, and Scup as well as the different Anchovies are difficult to identify when just learning. An example of congeners that we have seen this trip would be the Marbled Puffer, Sphoeroides dorsalis, the Northern Puffer, Sphoeroides maculatus, and the Bandtail Puffer, Sphoeroides spengleri. All have the same genus, Sphoeroides – which implies that they are all very similar looking fishes. In fact, their body shapes are almost identical, but they each have different color patterns."" - Sue Zupko",Northern Puffer (Sphoeroides maculatus),http://teacheratsea.wordpress.com/2014/09/18/sue-zupko-drifters-september-18-2014/,Sue Zupko,"Sue Zupko: Drifters! September 18, 2014",9/29/2014,"Sue, Zupko, Henry, Bigelow, pufferfish, fish, puffer"
https://teacheratsea.files.wordpress.com/2014/08/blacktip.jpg,Can you spot the black tips on the caudal (tail) fin of this blacktip shark?,"""Today I’ll walk you through the sharks and other fish we’ve caught along leg two of the NOAA <i>Oregon II</i> longline survey. Unfortunately, due to red tide, many sharks had moved out of the areas we were in, so we caught substantially less sharks than usual. But, we still caught quite a few... [Here,] Scientist Andre Debose and volunteer Sarah Larsen work up a blacktip shark, <i>Carcharhinus limbatus</i>. These sharks can be pretty feisty. They are surprisingly strong (even the little ones). You can identify them by the black marking on the tip of their pectoral fins and the lower lobe of their caudal fin."" - Stephen Tomasetti","""Scientist Andre Debose and volunteer Sarah Larsen work up a blacktip shark.""",https://teacheratsea.wordpress.com/2014/08/27/stephen-tomasetti-sharks-of-the-gulf-august-24-2014/,Stephen Tomasetti,"Stephen Tomasett: Sharks of the Gulf, August 24, 2014",9/22/2014,"Stephen, Tomasetti, shark, Oregon II, scientist, measure"
http://teacheratsea.files.wordpress.com/2014/07/img_5367.jpg,<i>O say can you see...</i> NOAA Ship <i>Fairweather</i> flying an American flag off its fantail? Last weekend marked the 200th Anniversary of the National Anthem.,"""A warm thank you to all the crew aboard the <i>Fairweather</i>. I have learned so much and will take back to my classroom a new excitement along with tons of science. Terms like hydrographic, surveys, hydrographer, polygon, launch, CTD, gyroscopic compass, swells, tides, charts, cartographer and many more will be introduced. I have also enjoyed getting to know you and hearing about your lives. You are a talented group. And I learned to play cribbage – thanks Tim and Charlie!"" - TAS Dana Clark","NOAA Ship Fairweather, July 1, 2014",http://teacheratsea.wordpress.com/2014/07/03/dana-clark-alaska-goodbye-july-2-2014/,Dana Clark,"Dana Clark: Alaska Goodbye, July 2, 2014",9/15/2014,"Dana, Clark, Fairweather, American flag, flag"
http://teacheratsea.files.wordpress.com/2014/08/cdt.jpg,Too warm? Too cold? Too salty? Not salty enough? Scientists use the CTD sensor to search for seawater that Pollock find just right.,"""Like Goldilocks, Pollock are always looking for sea water that is just right. The <i>Oscar Dyson</i> has the tools for testing all sorts of abiotic factors. This is the Conductivity Temperature Depth sensor (Also known as the CTD). The CTD sends signals up to computers in the cave to explain all sorts of abiotic conditions in the water column. It can measure how salty the water is by testing how well the water conducts electricity. It can tell you how cloudy, or turbid, the water is with a turbidity sensor. It can even tell you things like the amount of oxygen dissolved in the ocean."" - Greg Cook",Survey Technicians Allen and Bill teach TAS Greg Cook how to launch the Conductivity Temperature Depth Probe (or CTD).,http://teacheratsea.wordpress.com/2014/08/07/gregory-cook-the-dance-august-7th-2014/,Greg Cook,"Gregory Cook: The Dance, August 7, 2014",9/8/2014,"Greg, Cook, Oscar, Dyson, Pollock, CTD, equipment"
http://teacheratsea.files.wordpress.com/2014/08/20140811-094217-34937004.jpg,"Dr. Lizet Christiansen prepares TowCam for its first dive. TAS '14 Joan Le says that without skilled operators to handle the deep-sea camera, ""we could only guess at the wildlife beneath our feet.""","""The TowCam narrative could hardly be considered complete without a brief word on TowCam’s operators. Without them, we could only guess at the wildlife beneath our feet. Dr. Lizet Christiansen and Gregory Kurras of SFI joined us from California and Hawaii respectively, and are an incredibly important part of the research team. Both spend much of their careers at sea studying the ocean floor as geophysicists, and own businesses back home."" - Joan Le","""Dr. Lizet Christiansen prepares TowCam for its first dive.""",http://teacheratsea.wordpress.com/2014/08/14/joan-le-towcam-crew-august-13-2014/,Joan Le,"Joan Le: Towcam & Crew, August 13, 2014",9/2/2014,"Joan, Le, Henry, Bigelow, TowCam, Christiansen"
http://teacheratsea.files.wordpress.com/2014/07/lionfish.png,"Lionfish are invasive to Southeastern U.S. reefs. Originally from southeast Asia, their natural predators are not present here to keep their populations in check. How many lionfish can you find in this one photo?","""For various reasons fish may not go into the traps, this is where cameras come into play.Each trap has a large Cannon camera mounted on the back of the trap and a smaller go pro camera on the front. These cameras allow scientists to visually sea the sea floor as well as allowing them to see the fish that do not go into the traps. In the dry lab Chris plays the footage to confirm the habitat and fish presence. However the real work begins back in the lab when the scientists analyze the videos. Each video is watch and the number and type of fish is recorded. This data in addition to the caught fish gives NOAA scientists a better indicator of the quality of habitat in the Atlantic Ocean."" - Emina Mesanovic",Lionfish,http://teacheratsea.wordpress.com/2014/08/01/emina-mesanovic-the-dry-lab-lights-camera-action-july-31-2014/,NOAA,"Emina Mesanovic: The Dry Lab: Lights, Camera, Action! July 31, 2014",8/25/2014,"Emina, Mesanovic, Pisces, reef, fish, lionfish, underwater"
https://teacheratsea.files.wordpress.com/2014/08/img_6753.jpg,"Scientists classify pollock as either ""blokes"" or ""sheilas"". Do you know the difference? ;)","""Not every single fish in our net is put into the sorting bin. Only random selection from the catch goes to the sorting bin. The remaining fish from the haul are returned back to the sea. Those fish who find themselves in the sorting bin are cut open to determine their sex. You can’t tell the sex of the fish just by looking at the outside. “Blokes” are males and “sheilas” are females."" - Kacey Shaffer","""This is the sorting bin. Can you guess what Blokes and Sheilas means?""",https://teacheratsea.wordpress.com/2014/08/08/kacey-shaffer-fish-scales-fish-tales-august-8-2014/,Kacey Shaffer,"Kacey Shaffer: Fish Scales, Fish Tales, August 8, 2014",8/18/2014,"Kacey, Shaffer, Dyson, pollock, blokes, sheilas, sorting"
https://teacheratsea.files.wordpress.com/2014/08/dyk57.jpg,Did You Know? The back of sharks’ eyeballs have a reflective layer of tissue called a tapetum. This helps sharks see extremely well with little light.,"""When a shark uses just one eye the accuracy of its depth perception is limited but the clarity of the image is increased. So, when the hammerhead looked over at me she probably had a pretty clear image of me but would not have been extremely accurate in judging how far away I was. Shark’s eyes are similar to human eyes with a few “bonus” features to help them survive in the depths of a marine environment. One of these features is called a tapetum. A tapetum is a reflective layer of tissue which lines the back of the eyeball and magnifies the amount of light that enters the eye. Because of this, animals with tapetums (cats, cows, dogs, sharks, etc…) can see extremely well with just a little amount of light. When the hammerhead looked over at me and blinked a few times I was not seeing her eyelid move but rather something called a nictitating membrane. A nictitating membrane is a covering that some sharks use to protect their eyes when they are hunting or in danger of being damaged.""",Eye of an Atlantic Sharpnose Shark,https://teacheratsea.wordpress.com/2014/08/07/lynn-kurth-better-to-see-you-with-august-6-2014/,Lynn Kurth,"Lynn Kurth: Better to See You With! August 8, 2014",8/11/2014,"Lynn, Kurth, shark, eye, Oregon, DYK, tapetum, anatomy"
http://teacheratsea.files.wordpress.com/2014/07/tas-2014-july-18-20-023.jpg,Name this piece of equipment found in the engine room of the <i>Oscar Dyson</i> - bonus points if you tell us why it's important!,""" One of the pieces of equipment I found most interesting was the evaporator. The <i>Oscar Dyson</i> has two. The evaporators use heat to remove the salt from the sea water and convert it into drinking water. During the process UV (ultraviolet) light is used to kill any bacteria in the water to make it safe for drinking. As well as the evaporators, the ship has a special machine that removes any oil before water is released back into the ocean. This protects wildlife living in the ocean. What a great use of resources."" - Mary Murrian","""One of the evaporator machines.""",http://teacheratsea.wordpress.com/2014/07/20/mary-murrian-noaa-science-education-and-the-bering-sea/,Mary Murrian,"Mary Murrian: NOAA, Science, Education, and the Bering Sea! July 20, 2014",8/4/2014,"Mary, Murrian, Oscar, Dyson, equipment, evaporator, water, engine room"
https://teacheratsea.files.wordpress.com/2014/06/loggerhead-dive069107-09-39-093.jpg,A loggerhead sea turtle came to visit the ROV (Remotely Operated Vehicle).,"""On Tuesday, June 24th during our first of four dives of the day a Loggerhead sea turtle came for a visit in front of the ROV. Loggerheads are common for the MidAtlantic and other oceans in the mid-latitude regions. Loggerheads grow up to 250lbs and are named for their relatively large heads. This was a dream come true for me. I have always had this fascination with turtles stemming from catching them on Keller Lake in my early childhood to the snappers that have been visiting and nesting in our gardens the past few years at Goose Lake."" - John Bilotta",Loggerhead sea turtle.,http://teacheratsea.wordpress.com/2014/06/27/john-bilotta-totally-awesome-turtle-an-ocean-of-stars-and-fancy-fish-days-7-9-in-the-south-atlantic-mpas-june-25-2014/,NOAA / UNCW ROV,"John Bilotta: Totally Awesome Turtle, An Ocean of Stars, and Fancy Fish: Days 7-9 in the South Atlantic MPAs, June 25, 2014",7/28/2014,"John, Bilotta, Pisces, ROV, underwater, loggerhead, turtle"
http://teacheratsea.files.wordpress.com/2014/07/100_3630.jpg,Can you name this fish? Bonus points if you know what it eats!,"""After 15 minutes the dredge is hauled up to the surface and the net is emptied out onto the sorting table....Our catches included a variety of marine species: scallops, sand dollars, ocean pout, windowpane flounder, yellowtail flounder, four spot flounder, and gulfstream flounder, silver and red hake, quahogs, barn-door and winter skate, haddock, sand lance, cancer and hermit crab, sea mouse, sea sponge, fawn cusk eel, wave whelk, and monkfish (goosefish).""","""Ocean pout-- eats sand dollars""",http://teacheratsea.wordpress.com/2014/07/15/carol-glor-awe-shucks-the-mission-continues-july-9-2014/,Carol Glor,"Carol Glor: Awe, Shucks! The Mission Continues, July 9, 2014",7/21/2014,"Carol, Glor, Hugh, Sharp, Atlantic, ocean pout, fish"
https://teacheratsea.files.wordpress.com/2014/07/photogrid_1404207867870.jpg,"Most flatfish are dark on top (top left) to camouflage with the ocean floor and clear or white underneath (bottom left), but the science crew on NOAA Ship Oregon II found a rather ""confused"" specimen (right.)","""Flatfish include fish such as flounder, halibut and turbot. These fish begin their life swimming vertically in the water. However, as they get older they sink to the bottom and their eyes move to one side of their body. They then spend the rest of their life on the bottom of the ocean floor. Luckily their top half matches the ocean floor and they are easily camouflaged from predators. The bottom half of the flounder on the ocean floor is clear or white. This flounder is very confused. He should be a clear or light white on the bottom but as you can see his bottom half matches his top half. This could be due to a mutation but no one on the boat is exactly sure why he looks this way. This is one of the most interesting things I have seen so far. In fact, no one on the boat had seen this before."" - Crystal Davis","""confused"" flounder",http://teacheratsea.wordpress.com/2014/07/05/crystal-davis-female-male-how-do-you-tell-july-2-2014/,Crystal Davis,"Crystal Davis: Female? Male? How do you tell? July 2, 2014",7/14/2014,"flounder, Crystal, Davis, Oregon, flatfish, confused, mutation"
http://teacheratsea.files.wordpress.com/2014/06/loosejaw.jpg,"This deep-sea fish is called a ""stoplight loosejaw."" Can you spot the features for which it is named? Do you know how they help the fish survive?",""" This is a stoplight loosejaw complete with photophore spotlights, angler appendage and unhinged jaw. The highlight of the evening is sorting the trawl catch. Each new station promises to bring a slightly different sample of critters on board and the suspense is invigorating... Originally the thought was that I would work noon – midnight but because I want to catch more of the trawl catches, which only happen on the night shift, I’ve begun working from about noon – 2:00 am catching a nap here and there if necessary and we have the time."" - Kainoa Higgins","""A stoplight loosejaw complete with photophore spotlights, angler appendage and unhinged jaw""",http://teacheratsea.wordpress.com/2014/06/24/kainoa-higgins-atop-the-flying-bridge-june-20-2014/,Kainoa Higgins,"Kainoa Higgins: Atop the Flying Bridge, June 20, 2014",7/7/2014,"Kainoa, Higgins, Ocean Starr, fish, stoplight, loosejaw, deep sea"
https://teacheratsea.files.wordpress.com/2014/12/10506721_10152506459639367_5853107344263122080_o.jpg,"Sometimes scientists exploring marine protected areas find items they'd rather not, like this once-festive balloon. When celebrating the Fourth this Friday, please remember that balloons that go up always come down somewhere!","""So with much of my teaching centered around clean water and pollution prevention and mitigation, I was saddened to discover the following items on the ocean floor during the first five dives: Plastic bags, cans, a barrel, a clearly visible rubber surgical glove, and an artillery shell. Interesting – from the ROV you can easily spot what the scientists call ‘human debris’ as it often has straight lines and corners, distinctly human crafted shapes – not like mother nature engineers."" - John Bilotta",Plastic balloon found during dive #2 at about 60 meters.,http://teacheratsea.wordpress.com/2014/06/22/john-bilotta-a-world-of-wonder-under-the-waves-days-1-4-in-the-south-atlantic-mpas/,NOAA/UNCW Mohawk ROV,John Bilotta: A World of Wonder Under the Waves: Days 1-4 In the South Atlantic MPAs,6/30/2014,"John, Bilotta, Pisces, ROV, underwater, balloon, debris"
http://teacheratsea.files.wordpress.com/2014/06/p1020355.jpg,"TAS Spencer Cody places a float on one of the bandit reel lines. Hardhat, life jacket, and work gloves are needed during operations on the weather deck.","""Safety is always a key concern when going on a survey aboard a research vessel such as the Pisces. This is especially true when a ship is moving and lifting the sensors and equipment to facilitate the science the Pisces is carrying out. Whenever we are launching or retrieving either the CTD or camera array, protective gear including a hardhat and a life jacket are required. Whenever we are using a bandit reel, the same equipment is needed as well."" - Spencer Cody","Hardhat, life jacket, and work gloves are needed during operations on the weather deck.",http://teacheratsea.wordpress.com/2014/06/06/spencer-cody-a-floating-city-of-life-june-6-2014/,Kevin Rademacher,"Spencer Cody: A Floating City of Life, June 6, 2014",6/23/2014,"Spencer, Cody, Pisces, hard hat, safety, equipment"
http://teacheratsea.files.wordpress.com/2014/06/catch-on-the-conveyor-belt.jpg,"Scientists have sampled groundfish populations in the Gulf of Mexico twice a year, every year since the 1970's. The information they collect helps them understand what's going on under the surface of the water.","""Next everything goes into the “wet” lab. It is called a wet lab because this area has water available and it is where the organisms are poured out on to a long conveyor belt, sorted, and washed. First, everything is sorted by species. Then everything is counted, measured, weighed, and sometimes the gender and maturity are calculated. All of this is recorded into computers. Some of the species are very tiny and others are large, but everything is counted. Many of them look alike so the scientists need to be careful when sorting everything. The scientists on the Oregon II know many of the names of what they catch, but they also use books, charts, and the computer to look up information to make sure."" - Carol Schnaiter","""Everything is poured onto the conveyor belt to be sorted.""",http://teacheratsea.wordpress.com/2014/06/12/carol-schnaiter-our-first-day-of-work-june-10-2014/,Carol Schnaiter,"Carol Schnaiter: Our First Day of Work, June 10, 2014",6/16/2014,"Carol, Schnaiter, Oregon, groundfish, catch, gulf of mexico"
https://teacheratsea.files.wordpress.com/2014/05/104_0086.jpg,This device supports four video cameras and will be lowered down into the water near a reef. Let's hope the fish are ready for their photoshoot.,"""One means of surveying fish abundance and size is using this submersible camera array. It is equipped with four cameras that are used for random sampling for survey data. The array is fitted with a bait bag filled with squid in order to attract fish such as grouper and snapper."" - Spencer Cody",One means of surveying fish abundance and size is using this submersible camera array.,http://teacheratsea.wordpress.com/2014/05/28/spencer-cody-a-sea-of-uncertainty-may-28-2014/,Spencer Cody,"Spencer Cody: A Sea of Uncertainty, May 28, 2014",6/9/2014,"Spencer, Cody, Pisces, Camera, Array, Underwater, technology"
http://teacheratsea.files.wordpress.com/2014/05/dscn1024.jpg,What happens if your compass' reading of north is not perfectly accurate?,"""For seafloor mapping work that happens 24 hours a day, there are three teams of two people who “stand watch” on 8 hour work shifts (called a “watch”). Each watch has a watch leader that works at the direction of the Expedition Coordinator. The Watch Leader ensures the quality of the mapping work accomplished during their 8 hour watch. The ship’s Survey Technician, Jacklyn James, works closely with the visiting mapping scientists to run all of the complex computer systems under standard operating procedures. Photo: Lieutenant Junior Grade Begun and Mapping Intern Kalina Grabb checking the error of the gyrocompass using the azimuth."" - Dave Murk","""Lieutenant Junior Grade Begun and Mapping Intern Kalina Grabb checking the error of the gyrocompass using the azimuth.""",http://teacheratsea.wordpress.com/2014/05/19/david-murk-why-are-we-here-wish-you-were-here-may-16-2014/,David Murk,"David Murk: Why Are We Here?... Wish You Were Here, May 16, 2014",6/2/2014,"azimuth, navigate, chart, map, explore, Okeanos, Explorer, Dave, David, Murk"
